mcap,liquidity,buy,sell,scams,worth,contract_age,pair_age,funding_time,airdrops,amount,wallet,ape_score,safu_score,buy_tax,sell_tax,owner_quant,owner_type_INDIVIDUAL,owner_type_RENOUNCED,owner_type_UNKNOWN,source_01121994.eth,source_Binance,source_Bitget,source_Bybit,source_Coinbase,source_FixedFloat,source_Gate.io,source_INDIVIDUAL,source_Kraken,source_Kucoin,source_Mexc,source_SideShift,source_cemedeul.eth,source_tsunamitreasury.eth,holds_qty,holds_amt,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,safu_score_qty,printed
90619,6.3,283.0,134.0,0.48717948717948717,9110.0,34,16,35,1.0,373.0,6465,33,85,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,247.8,0.0,0.0,14.0,6.3,2.0,0.9,3.0,2.6,13,False
228449,14.1,,64.0,0.0,750.0,56,56,4,2.0,933.0,28853,14,90,1,2,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,75.4,0.0,0.0,19.0,23.2,19.0,23.2,0.0,0.0,21,False
3070,1.3,23.0,0.0,0.0,1082.0,9,0,11,0.0,9.0,29210,24,72,56,42.8,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,41.1,0.0,0.0,15.0,6.2,0.0,0.0,0.0,0.0,36,True
17326,2.7,47.0,48.0,0.4461538461538462,988.0,1448,1448,1440,5.0,373.0,7412,29,100,0,0,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,47.8,0.0,0.0,1.0,0.5,1.0,0.9,1.0,1.0,5,False
165024,8.6,,198.0,0.48717948717948717,9108.0,39,21,40,1.0,93.0,3606,8,80,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,253.6,1.0,0.4,12.0,5.1,6.0,1.4,3.0,2.6,10,False
5721,1.8,48.0,0.0,0.0,1078.0,10,2,12,0.0,87.0,4136,91,43,28,33.6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,73.8,0.0,0.0,15.0,6.9,0.0,0.0,0.0,0.0,30,False
11591,2.9,24.0,0.0,0.55,630.0,6,0,12,1.0,186.0,6900,37,75,0,23.9,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.9,0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,396,True
809731,42.3,,436.0,0.0,1187.0,8652,7203,8640,0.0,1864.0,5025,24,93,0,0,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,454.4,1.0,0.3,0.0,0.0,11.0,2.3,9.0,5.4,15,False
357101,12.7,,280.0,0.48717948717948717,9109.0,44,26,45,1.0,373.0,6302,41,93,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,413.9,1.0,0.4,7.0,2.7,6.0,1.5,4.0,4.8,15,True
8043,2.0,8.0,0.0,0.0,7856.0,17,0,3,0.0,161.0,3145,17,98,25,56.5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,15.8,0.0,0.0,8.0,11.7,0.0,0.0,0.0,0.0,45,True
23493,5.0,43.0,1.0,0.8571428571428571,946.0,4,3,6,0.0,373.0,7053,36,100,0,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,18.6,0.0,0.0,16.0,39.3,24.0,46.9,0.0,0.0,4,True
8043,2.0,29.0,0.0,0.0,7856.0,17,0,3,0.0,169.0,15406,29,76,25,56.9,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,38.3,0.0,0.0,8.0,11.7,1.0,1.4,0.0,0.0,49,False
13656,2.6,64.0,4.0,0.0,12261.0,19,1,4,0.0,388.0,7874,42,100,25,36.8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,64.7,0.0,0.0,7.0,10.2,0.0,0.0,0.0,0.0,24,True
56524,5.2,868.0,521.0,0.48717948717948717,9110.0,55,37,56,1.0,298.0,5917,39,93,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,349.6,1.0,0.4,1.0,0.5,4.0,1.2,3.0,4.1,15,False
31849,3.7,103.0,34.0,0.5760869565217391,5613.0,7,3,19,2.0,373.0,7649,51,100,0,5.2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,33.7,0.0,0.0,23.0,33.8,1.0,0.7,0.0,0.0,7,False
31366,4.8,58.0,4.0,0.55,1164.0,7,1,13,1.0,568.0,4066,91,42,0,4.1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,82.8,0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,31,False
143562,8.4,,605.0,0.48717948717948717,9102.0,58,40,59,1.0,186.0,3469,7,92,0,0,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,348.8,1.0,0.4,0.0,0.0,4.0,1.2,3.0,5.0,13,True
27020,5.5,169.0,92.0,0.8571428571428571,937.0,15,14,17,0.0,185.0,25940,12,92,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,228.4,1.0,0.8,7.0,16.8,8.0,10.4,2.0,2.5,25,False
23529,4.2,241.0,166.0,0.55,10235.0,19,13,26,1.0,185.0,7619,51,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,105.4,0.0,0.0,12.0,11.8,1.0,0.1,0.0,0.0,7,False
439307,22.8,,692.0,0.5476190476190477,334.0,53,52,15,1015.0,1888.0,192885,15,100,0,0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,297.0,161.7,1.0,0.2,0.0,0.0,16.0,18.4,2.0,2.5,10,False
53403,12.8,105.0,69.0,0.65,13.0,537140,537140,537120,1.0,222.0,7477,12,100,0,0,113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,624.6,0.0,0.0,0.0,0.0,6.0,3.2,4.0,3.1,25,False
7513,2.9,193.0,138.0,0.8571428571428571,937.0,25,24,28,0.0,371.0,16266,18,90,0,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,190.8,1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,192,True
3774,1.3,7.0,0.0,0.5,617.0,5,0,21,1.0,75.0,3119,11,67,20,24.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.1,0.0,0.0,7.0,10.9,0.0,0.0,0.0,0.0,3,True
38630,9.7,18.0,1.0,0.7948717948717948,168.0,13,0,27,0.0,185.0,7064,37,75,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.9,1.0,0.1,9.0,30.0,1.0,0.1,1.0,0.0,395,True
27981,3.5,146.0,72.0,0.29411764705882354,5851.0,30,11,31,1.0,185.0,4033,13,94,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,46.3,0.0,0.0,11.0,9.8,1.0,1.2,0.0,0.0,32,False
17017,3.6,283.0,228.0,0.55,10234.0,28,22,35,1.0,371.0,5664,12,100,0,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,77.5,0.0,0.0,11.0,11.4,1.0,0.1,0.0,0.0,3,True
6045,1.7,28.0,20.0,1.0,486.0,28,15,35,0.0,185.0,16779,21,93,1,1.4,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.2,0.0,0.0,0.0,0.0,5.0,14.6,0.0,0.0,54,True
4404,1.4,33.0,0.0,0.0,753.0,7,0,19,2.0,185.0,7593,37,75,0,1.6,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,0.0,0.0,33.0,15.7,2.0,1.9,0.0,0.0,395,False
7615,1.8,72.0,0.0,0.0,753.0,7,0,19,2.0,46.0,7564,37,75,0,1.2,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.8,0.0,0.0,33.0,19.7,1.0,1.5,0.0,0.0,395,False
28831,3.6,291.0,179.0,0.29411764705882354,5851.0,45,26,46,1.0,557.0,3428,29,99,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,122.1,1.0,0.7,4.0,3.1,1.0,0.7,1.0,0.7,77,False
30276,3.7,316.0,214.0,0.29411764705882354,5851.0,48,30,50,1.0,557.0,5898,38,90,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0,113.7,1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,31,False
4111,1.5,16.0,0.0,0.53,96.0,18,0,37,0.0,169.0,3614,33,49,20,38.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.1,0.0,0.0,16.0,24.7,0.0,0.0,0.0,0.0,214,True
551340,52.7,,1587.0,0.7175572519083969,83.0,1447,59,1440,1.0,1509.0,3139,10,100,0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,240.4,1.0,0.6,1.0,0.1,13.0,2.8,2.0,1.2,17,False
22444,3.1,102.0,0.0,0.0,753.0,8,1,19,2.0,74.0,7450,37,75,0,3.5,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,71.6,0.0,0.0,33.0,20.2,1.0,1.5,1.0,0.5,395,True
9653,3.3,203.0,146.0,0.8571428571428571,0.0,30,28,32,0.0,185.0,6562,10,100,0,0,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,186.7,1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,5,True
107395,10.3,,214.0,0.0,4391.0,6,49,41760,3.0,377.0,4010,20,100,0,9.9,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,70.3,1.0,0.6,9.0,11.0,6.0,7.5,0.0,0.0,11,True
7933,1.9,18.0,0.0,0.2898550724637681,701.0,25,4,28,1.0,55.0,3149,18,100,0,4.3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.4,0.0,0.0,7.0,9.7,0.0,0.0,0.0,0.0,3,False
31746,4.2,149.0,28.0,0.7338709677419355,6776.0,22,17,51,0.0,371.0,3300,31,97,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,131.2,0.0,0.0,16.0,10.7,5.0,3.3,0.0,0.0,127,False
17410,4.4,240.0,160.0,0.8571428571428571,0.0,4,3,1,0.0,703.0,6916,21,96,0,0,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,193.4,1.0,0.8,1.0,2.0,3.0,2.1,2.0,2.5,25,False
45708,4.5,339.0,229.0,0.29411764705882354,5852.0,50,32,52,1.0,278.0,3281,6,100,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,143.0,114.8,1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,4,False
10035,2.5,39.0,32.0,0.4936708860759494,75.0,99375,99375,99360,0.0,557.0,10862,24,100,0,0,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,31.0,0.0,0.0,15.0,14.5,3.0,0.7,0.0,0.0,39,False
32318,3.6,99.0,24.0,0.2857142857142857,3314.0,29,8,66240,1.0,185.0,3748,21,84,0,5.3,23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,38.6,0.0,0.0,48.0,35.5,9.0,5.0,0.0,0.0,87,False
57967,5.6,192.0,48.0,0.7338709677419355,6776.0,27,22,56,0.0,278.0,6435,21,91,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,138.3,0.0,0.0,16.0,10.7,5.0,3.0,0.0,0.0,75,True
28262,4.0,219.0,75.0,0.7338709677419355,6775.0,33,28,1,0.0,557.0,3709,29,99,0,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,135.2,0.0,0.0,16.0,10.6,4.0,2.8,0.0,0.0,79,True
26396,3.6,113.0,69.0,0.9130434782608695,0.0,42,53,11,2.0,364.0,13696,23,72,0,0,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.4,0.0,0.0,1.0,1.1,3.0,11.0,1.0,0.0,87,False
11248,2.5,39.0,0.0,0.4864864864864865,376.0,12,3,45,0.0,46.0,3502,23,70,25,31.8,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.2,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,False
17547,3.1,49.0,1.0,0.4864864864864865,376.0,14,5,47,0.0,46.0,3496,23,70,25,33.4,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,202,False
10228,2.4,245.0,146.0,0.7338709677419355,5817.0,44,39,1,1.0,371.0,18895,18,90,0,0,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,191.3,0.0,0.0,5.0,3.4,0.0,0.0,1.0,0.5,187,False
356593,18.9,,143.0,0.8333333333333334,75.0,8645,8644,8640,1.0,471.0,5073,11,100,0,0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,57.9,1.0,0.4,18.0,12.5,15.0,1.3,1.0,0.6,3,False
6819,2.9,9.0,0.0,0.0,2599.0,4,0,5,0.0,92.0,4863,1,33,15,29.2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0,9.0,11.5,0.0,0.0,0.0,0.0,12,True
8709,2.1,54.0,6.0,0.0,471.0,33,22,52,2.0,92.0,3195,21,47,0.7,1.9,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.9,8.0,8.8,6.0,5.9,5.0,6.8,0.0,0.0,43,True
13391,2.4,67.0,26.0,0.28169014084507044,2824.0,18,4,26,1.0,371.0,3441,31,97,0,8,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,25.7,0.0,0.0,22.0,23.9,0.0,0.0,0.0,0.0,128,False
18598,4.8,46.0,3.0,0.0,3092.0,9,4,5,0.0,557.0,8164,1,33,10,32.7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,64.5,0.0,0.0,9.0,29.7,0.0,0.0,1.0,0.8,12,True
73852,5.8,460.0,313.0,0.2857142857142857,5857.0,22,3,1,1.0,662.0,7325,22,100,0,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,114.1,1.0,0.7,2.0,0.4,2.0,0.8,1.0,0.7,16,False
10211,2.3,65.0,13.0,0.4864864864864865,3375.0,30,21,1,0.0,37.0,4202,17,100,25,24.4,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,22.5,0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,5,False
121340,7.5,,404.0,0.28169014084507044,6390.0,54,35,1,1.0,557.0,4604,38,91,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,208.0,130.9,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,33,False
28133,3.4,219.0,122.0,0.28169014084507044,9322.0,56,35,66240,1.0,371.0,6342,13,97,0,0,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,51.1,0.0,0.0,32.0,27.4,7.0,3.4,0.0,0.0,72,True
138850,8.1,,423.0,0.28169014084507044,6394.0,57,38,1,1.0,278.0,3719,9,100,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,144.0,1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,12,False
29051,3.9,1234.0,940.0,0.48484848484848486,0.0,31,13,2,1.0,111.0,5731,18,93,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,267.7,1.0,0.4,0.0,0.0,3.0,0.4,2.0,2.8,29,True
13772,2.7,1259.0,965.0,0.48484848484848486,0.0,3,44,3,1.0,464.0,4637,27,78,0,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,353.7,1.0,0.4,0.0,0.0,3.0,0.4,3.0,3.2,18,False
69833,5.4,271.0,155.0,0.28169014084507044,8862.0,11,49,66240,1.0,92.0,20881,17,94,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,89.3,0.0,0.0,24.0,18.4,7.0,2.9,0.0,0.0,16,False
143720,11.3,,101.0,0.0,743.0,60,60,5,2.0,468.0,5685,11,100,1,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,103.4,0.0,0.0,19.0,22.2,18.0,22.1,0.0,0.0,46,False
85810,6.1,367.0,230.0,0.28169014084507044,8864.0,29,7,66240,1.0,372.0,5831,23,90,0,0,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,73.6,0.0,0.0,14.0,12.7,4.0,1.1,0.0,0.0,21,False
17725,2.2,126.0,49.0,0.3333333333333333,154.0,50,18,1,0.0,372.0,4079,30,100,1,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,56.9,0.0,0.0,6.0,11.6,4.0,3.8,0.0,0.0,8,True
213212,10.0,,453.0,0.28169014084507044,6395.0,6,46,2,1.0,1204.0,7399,22,100,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249.0,143.1,1.0,0.7,4.0,0.7,4.0,0.9,1.0,0.7,17,True
20194,3.0,394.0,266.0,0.0,3683.0,2,54,20,3.0,186.0,3622,29,100,0,0,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,40.8,0.0,0.0,4.0,4.2,3.0,2.0,0.0,0.0,58,False
15602,2.8,88.0,41.0,0.0,469.0,36,25,1,2.0,279.0,3222,21,48,0.7,2.2,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,22.1,8.0,8.8,6.0,7.7,8.0,11.7,0.0,0.0,44,True
31812,3.8,407.0,269.0,0.0,3683.0,4,56,20,3.0,186.0,7701,15,100,0,0,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,42.1,0.0,0.0,4.0,4.2,2.0,1.7,0.0,0.0,31,False
72608,5.9,850.0,625.0,0.28169014084507044,6397.0,35,17,2,1.0,93.0,5505,18,94,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,138.7,1.0,0.7,2.0,0.1,4.0,0.8,1.0,0.7,31,True
2386,0.7,106.0,85.0,0.4824120603015075,2248.0,28,24,4320,2.0,186.0,20601,57,100,0,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,False
750077,59.7,,103.0,0.7401960784313726,23730.0,28807,24488,28800,1.0,981.0,3281,2,100,0,0,42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,149.2,2.0,0.3,0.0,0.0,23.0,5.7,2.0,1.3,8,True
